Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Doug McDermott,PF,29,IND,43,16,25.0,5.2,10.1,.516,1.7,4.5,.378,3.5,5.6,.627,.600,1.3,1.5,.831,1.0,2.7,3.8,1.4,0.3,0.1,0.9,1.7,13.4
Sean McDermott,SF,24,MEM,10,0,13.8,1.2,2.8,.429,0.5,1.8,.278,0.7,1.0,.700,.518,0.8,0.8,1.000,0.5,1.0,1.5,0.4,0.2,0.2,0.4,0.6,3.7
JaVale McGee,C,33,CLE,33,1,15.2,3.4,6.5,.521,0.2,0.6,.250,3.2,5.9,.549,.533,1.1,1.7,.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
Rodney McGruder,SG,29,DET,16,2,12.1,2.3,4.4,.529,0.7,1.5,.458,1.6,2.9,.565,.607,0.4,0.5,.750,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7
Alfonzo McKinnie,SF,28,LAL,25,0,5.1,0.9,1.8,.511,0.3,0.8,.381,0.6,1.0,.625,.600,0.2,0.3,.625,0.4,0.7,1.1,0.1,0.1,0.0,0.1,0.6,2.4
Jordan McLaughlin,PG,24,MIN,26,0,19.4,2.1,5.6,.370,0.6,1.8,.333,1.5,3.8,.388,.425,0.3,0.4,.800,0.5,1.8,2.3,4.7,1.1,0.2,1.1,1.0,5.1
Ben McLemore,SG,27,HOU,31,4,17.2,2.5,7.1,.355,1.7,5.2,.327,0.8,1.9,.431,.475,0.7,1.0,.719,0.4,1.8,2.1,0.9,0.6,0.1,0.9,1.6,7.5
Nicolò Melli,PF,30,NOP,22,0,11.0,0.7,2.7,.254,0.3,1.7,.189,0.4,1.0,.364,.314,0.3,0.3,.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0
De'Anthony Melton,PG,22,MEM,31,1,19.5,3.6,7.6,.473,1.6,3.7,.431,2.0,3.9,.512,.578,0.7,0.9,.759,0.6,2.6,3.2,2.7,1.2,0.5,1.2,1.7,9.5
Sam Merrill,SG,24,MIL,19,1,7.6,1.1,2.2,.476,0.7,1.5,.464,0.4,0.7,.500,.631,0.1,0.1,1.000,0.3,0.7,1.1,0.8,0.3,0.1,0.4,0.4,2.9
Chimezie Metu,C,23,SAC,14,0,7.9,1.7,3.1,.545,0.1,0.4,.333,1.6,2.7,.579,.568,0.5,0.7,.700,0.9,1.4,2.3,0.6,0.2,0.6,0.6,1.4,4.1
Khris Middleton,SF,29,MIL,44,44,33.4,7.6,15.4,.493,2.3,5.2,.439,5.3,10.2,.520,.567,3.1,3.5,.878,0.8,5.3,6.1,5.4,1.1,0.2,2.8,2.5,20.5
Darius Miller,SF,30,OKC,14,0,10.4,1.0,2.2,.452,0.8,1.9,.407,0.2,0.3,.750,.629,0.6,0.6,1.000,0.1,1.3,1.4,1.1,0.6,0.3,0.4,0.6,3.4
Patty Mills,PG,32,SAS,42,0,25.8,4.5,10.2,.440,2.7,6.9,.394,1.8,3.3,.536,.574,1.2,1.3,.911,0.3,1.4,1.7,2.5,0.7,0.0,1.0,1.3,12.9
Paul Millsap,PF,35,DEN,35,34,23.7,3.6,7.2,.506,1.1,2.9,.380,2.5,4.3,.589,.582,1.4,2.0,.686,1.5,3.6,5.1,1.8,1.0,0.7,0.9,2.1,9.7
Shake Milton,SG,24,PHI,38,2,24.6,5.0,11.2,.447,1.0,3.2,.303,4.1,8.0,.505,.491,2.8,3.3,.856,0.6,1.7,2.3,3.0,0.6,0.3,1.7,2.2,13.8
Donovan Mitchell,SG,24,UTA,43,43,33.8,8.8,20.2,.438,3.4,8.6,.396,5.4,11.6,.469,.522,4.8,5.7,.844,1.0,3.6,4.6,5.5,1.0,0.3,3.0,2.2,25.9
Adam Mokoka,SG,22,CHI,9,0,5.2,0.7,1.7,.400,0.1,0.9,.125,0.6,0.8,.714,.433,0.0,0.0,0,0.1,0.3,0.4,0.4,0.2,0.1,0.2,0.6,1.4
Malik Monk,SG,22,CHO,31,0,21.7,4.6,10.0,.463,2.2,5.2,.419,2.5,4.9,.510,.571,1.7,2.1,.815,0.4,2.3,2.6,1.8,0.5,0.1,1.5,1.2,13.2
E'Twaun Moore,SG,31,PHO,24,1,14.5,1.8,4.3,.422,0.3,1.2,.276,1.5,3.0,.479,.461,0.3,0.4,.800,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
Ja Morant,PG,21,MEM,35,35,31.5,6.9,15.9,.438,0.8,3.5,.234,6.1,12.3,.497,.464,4.5,5.9,.768,0.9,2.4,3.3,7.5,0.9,0.2,2.9,1.5,19.3
Juwan Morgan,PF,23,UTA,19,0,4.4,0.4,0.9,.412,0.2,0.6,.273,0.2,0.3,.667,.500,0.1,0.3,.200,0.3,0.5,0.8,0.2,0.2,0.0,0.1,0.7,0.9
Marcus Morris,PF,31,LAC,36,8,25.0,4.4,9.8,.446,2.4,5.2,.462,2.0,4.7,.429,.568,1.2,1.4,.840,0.7,3.1,3.8,1.1,0.5,0.3,0.8,2.0,12.3
Markieff Morris,PF,31,LAL,40,16,18.4,2.2,5.4,.416,1.1,3.2,.341,1.2,2.2,.523,.516,0.7,1.0,.711,0.7,3.6,4.3,1.1,0.3,0.3,0.8,1.8,6.2
Monte Morris,PG,25,DEN,36,10,27.2,4.0,8.5,.471,1.1,3.2,.351,2.9,5.3,.542,.536,1.3,1.8,.762,0.2,2.0,2.2,3.4,0.7,0.3,0.7,1.0,10.4
Mychal Mulder,PG,26,GSW,38,2,10.3,1.3,3.1,.422,1.1,2.6,.400,0.2,0.4,.563,.595,0.3,0.4,.588,0.0,0.8,0.9,0.4,0.2,0.2,0.2,0.7,3.9
Dejounte Murray,PG,24,SAS,42,42,31.4,6.5,14.3,.451,0.9,3.0,.312,5.5,11.3,.487,.483,1.7,2.0,.814,0.6,6.3,7.0,5.2,1.5,0.1,1.7,2.0,15.5
Jamal Murray,PG,23,DEN,43,43,35.5,7.9,16.4,.479,2.7,6.5,.413,5.2,9.9,.522,.561,2.7,3.2,.860,0.8,3.2,3.9,5.0,1.3,0.3,2.3,2.1,21.1
Mike Muscala,C,29,OKC,35,0,18.4,3.4,7.6,.446,1.9,5.3,.370,1.5,2.4,.614,.573,0.9,1.0,.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
Sviatoslav Mykhailiuk,SF,23,TOT,41,5,17.8,2.4,6.4,.375,1.6,4.8,.330,0.8,1.6,.507,.498,0.6,0.7,.800,0.3,1.8,2.1,1.6,0.8,0.1,1.1,0.9,7.0
Sviatoslav Mykhailiuk,SF,23,DET,36,5,17.6,2.3,6.2,.377,1.6,4.8,.333,0.8,1.4,.519,.504,0.7,0.8,.800,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
Abdel Nader,SF,27,PHO,24,0,14.8,2.4,4.8,.491,0.8,1.8,.419,1.6,3.0,.534,.569,1.2,1.5,.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
Larry Nance Jr.,PF,28,CLE,29,27,32.8,4.0,8.1,.487,1.2,3.3,.379,2.7,4.9,.560,.564,0.9,1.4,.634,1.7,5.3,7.1,3.1,1.8,0.6,1.5,2.1,10.1
Aaron Nesmith,SF,21,BOS,24,0,15.3,1.3,3.4,.370,0.8,2.5,.333,0.4,0.9,.476,.494,0.4,0.6,.714,0.5,1.8,2.3,0.4,0.3,0.3,0.6,1.8,3.8
Raul Neto,PG,28,WAS,39,6,20.5,3.0,6.9,.437,0.9,2.6,.366,2.1,4.3,.479,.506,0.9,1.1,.814,0.4,1.9,2.3,2.2,1.2,0.1,0.7,1.6,7.8
Georges Niang,PF,27,UTA,45,0,13.6,1.9,4.6,.420,1.3,3.3,.388,0.7,1.3,.500,.558,0.1,0.1,1.000,0.3,1.8,2.1,0.7,0.3,0.1,0.6,1.5,5.2
Zeke Nnaji,PF,20,DEN,30,1,10.6,1.4,2.7,.519,0.6,1.5,.400,0.8,1.2,.667,.630,0.3,0.4,.769,0.4,1.2,1.7,0.2,0.1,0.1,0.2,0.7,3.7
Nerlens Noel,C,26,NYK,40,17,22.6,2.1,3.5,.616,0.0,0.1,.000,2.1,3.4,.625,.616,0.6,1.0,.658,2.2,3.9,6.1,0.7,1.0,2.0,1.1,2.6,4.9
Jaylen Nowell,SG,21,MIN,32,0,19.5,3.9,8.6,.453,1.4,3.8,.358,2.5,4.8,.529,.533,1.2,1.4,.826,0.5,1.8,2.3,1.6,0.6,0.3,0.7,2.0,10.4
Frank Ntilikina,PG,22,NYK,17,4,14.7,1.4,3.8,.359,1.0,2.2,.459,0.4,1.6,.222,.492,0.4,0.7,.500,0.2,1.1,1.4,0.8,0.8,0.1,0.6,1.9,4.1
Kendrick Nunn,PG,25,MIA,38,26,28.6,5.2,11.4,.457,2.0,5.4,.372,3.2,5.9,.535,.546,1.0,1.1,.907,0.4,2.7,3.1,2.6,1.0,0.2,1.5,1.8,13.5
Jusuf Nurkić,C,26,POR,13,13,23.0,4.1,8.4,.486,0.3,1.1,.286,3.8,7.3,.516,.505,1.2,2.4,.516,2.0,5.7,7.7,2.7,0.9,0.9,2.1,2.8,9.7
David Nwaba,SF,28,HOU,30,9,22.6,3.5,7.3,.486,0.6,2.1,.270,3.0,5.2,.574,.525,1.6,2.3,.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2
Jordan Nwora,SF,22,MIL,14,1,9.4,1.8,4.4,.410,0.9,1.8,.480,0.9,2.6,.361,.508,0.9,1.2,.765,0.2,1.8,2.0,0.3,0.4,0.2,1.0,0.8,5.4
Royce O'Neale,SF,27,UTA,45,45,32.2,2.6,5.6,.453,1.7,4.1,.413,0.9,1.6,.557,.602,0.6,0.7,.844,1.3,5.5,6.8,2.5,0.8,0.5,1.2,2.8,7.4
Semi Ojeleye,PF,26,BOS,40,9,19.1,1.8,4.4,.408,1.2,3.1,.392,0.6,1.2,.449,.549,0.6,0.8,.733,0.6,2.3,2.9,0.8,0.3,0.0,0.4,1.1,5.3
Jahlil Okafor,C,25,DET,12,0,10.0,2.1,3.5,.595,0.0,0.3,.000,2.1,3.3,.641,.595,0.1,0.2,.500,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3
Chuma Okeke,PF,22,ORL,29,3,22.2,2.0,4.9,.415,1.0,2.6,.405,1.0,2.3,.426,.521,0.3,0.6,.625,0.8,2.8,3.6,1.9,0.8,0.3,0.7,1.0,5.4
Josh Okogie,SG,22,MIN,36,21,19.8,1.5,4.4,.350,0.4,1.8,.227,1.1,2.5,.440,.398,1.3,1.6,.814,0.9,1.6,2.6,1.2,0.9,0.4,0.7,2.1,4.8
Onyeka Okongwu,C,20,ATL,23,1,8.8,1.2,2.0,.587,0.0,0.0,.000,1.2,2.0,.600,.587,0.4,0.7,.600,0.7,1.5,2.2,0.2,0.3,0.5,0.4,1.5,2.7
Isaac Okoro,SG,20,CLE,41,41,32.1,2.9,7.1,.414,0.8,2.8,.298,2.1,4.3,.489,.472,1.1,1.6,.701,0.9,1.8,2.7,1.8,1.1,0.5,1.5,2.8,7.8
KZ Okpala,PF,21,MIA,25,9,12.9,1.1,2.6,.409,0.4,1.5,.297,0.6,1.2,.552,.492,0.1,0.2,.333,0.6,1.4,2.0,0.4,0.2,0.3,0.5,1.8,2.7
Victor Oladipo,SG,28,TOT,29,29,33.4,7.6,18.4,.411,2.6,7.7,.333,5.0,10.7,.466,.480,3.2,4.1,.767,0.3,4.7,5.0,4.7,1.3,0.4,2.4,2.3,20.8
Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0
Victor Oladipo,SG,28,HOU,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2
Kelly Olynyk,C,29,TOT,44,39,26.9,3.8,8.7,.435,1.8,5.7,.325,2.0,3.1,.637,.540,0.8,1.0,.786,1.0,5.0,6.0,2.2,1.0,0.6,1.3,2.9,10.2
Kelly Olynyk,C,29,MIA,43,38,26.9,3.8,8.7,.431,1.8,5.7,.317,2.0,3.1,.639,.533,0.7,0.9,.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0
Miye Oni,SG,23,UTA,31,0,8.0,0.6,1.7,.358,0.5,1.5,.370,0.1,0.2,.286,.519,0.2,0.2,.833,0.5,1.2,1.6,0.3,0.1,0.2,0.2,1.2,1.9
Cedi Osman,SF,25,CLE,44,17,25.0,3.5,10.0,.353,1.8,5.7,.307,1.8,4.3,.415,.441,1.2,1.6,.754,0.6,2.8,3.5,2.6,1.0,0.1,1.1,1.9,10.0
Daniel Oturu,C,21,LAC,15,0,4.7,0.8,1.5,.545,0.0,0.1,.000,0.8,1.4,.571,.545,0.1,0.3,.500,0.5,0.7,1.3,0.4,0.1,0.2,0.3,0.7,1.7
Kelly Oubre Jr.,SF,25,GSW,44,44,30.5,5.7,13.0,.437,1.6,5.2,.308,4.1,7.9,.522,.498,2.2,3.1,.688,1.4,4.4,5.8,1.4,1.0,0.8,1.2,2.3,15.2
Jabari Parker,PF,25,SAC,3,0,9.0,1.3,2.3,.571,0.0,0.3,.000,1.3,2.0,.667,.571,0.0,0.0,0,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7
Eric Paschall,PF,24,GSW,38,2,17.2,3.7,7.5,.496,0.4,1.3,.320,3.3,6.2,.534,.525,1.6,2.3,.713,0.7,2.4,3.1,1.3,0.3,0.2,1.0,1.7,9.5
Anžejs Pasečņiks,C,25,WAS,1,0,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
Patrick Patterson,PF,31,LAC,18,2,13.1,1.7,3.6,.469,0.9,2.3,.381,0.8,1.2,.636,.594,0.2,0.3,.667,0.4,1.4,1.8,0.7,0.4,0.1,0.4,1.4,4.4
Justin Patton,C,23,HOU,13,6,19.0,2.2,5.4,.414,0.7,2.6,.265,1.5,2.8,.556,.479,0.2,0.3,.750,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4
Chris Paul,PG,35,PHO,43,43,31.8,6.0,12.4,.486,1.4,3.7,.369,4.7,8.7,.536,.541,2.5,2.6,.947,0.4,4.3,4.8,8.7,1.4,0.3,2.3,2.5,16.0
Cameron Payne,PG,26,PHO,33,0,17.0,2.5,5.3,.480,1.0,2.4,.418,1.5,2.9,.531,.574,0.8,0.8,.893,0.2,1.9,2.1,3.6,0.5,0.2,1.1,1.7,6.8
Elfrid Payton,PG,26,NYK,37,37,27.4,5.1,11.6,.437,0.5,1.8,.250,4.6,9.8,.472,.457,1.6,2.2,.720,1.3,2.5,3.8,3.6,0.8,0.2,1.9,1.9,12.2
Norvel Pelle,C,27,TOT,4,0,8.0,0.8,2.0,.375,0.0,0.0,0,0.8,2.0,.375,.375,0.8,1.0,.750,1.0,1.0,2.0,0.3,0.0,0.8,0.8,2.5,2.3
Norvel Pelle,C,27,BRK,3,0,9.3,1.0,2.3,.429,0.0,0.0,0,1.0,2.3,.429,.429,0.0,0.0,0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0
Norvel Pelle,C,27,SAC,1,0,4.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,3.0,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
Reggie Perry,PF,20,BRK,15,0,11.7,1.7,4.0,.417,0.3,1.1,.250,1.4,2.9,.477,.450,0.5,0.7,.727,1.3,2.7,3.9,0.9,0.3,0.3,0.8,1.9,4.1
Theo Pinson,SG,25,NYK,13,0,2.2,0.1,0.6,.125,0.0,0.5,.000,0.1,0.1,1.000,.125,0.0,0.0,0,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.2,0.2
Mason Plumlee,C,30,DET,43,43,27.7,4.2,6.9,.603,0.0,0.2,.000,4.2,6.7,.617,.603,2.1,3.2,.645,2.7,6.8,9.5,3.6,0.9,0.9,2.0,3.5,10.4
Jakob Poeltl,C,25,SAS,43,25,24.5,3.4,5.5,.623,0.0,0.0,0,3.4,5.5,.623,.623,0.6,1.7,.380,3.0,4.7,7.7,1.7,0.6,1.6,1.3,2.2,7.5
Vincent Poirier,C,27,PHI,10,0,3.9,0.3,1.2,.250,0.0,0.1,.000,0.3,1.1,.273,.250,0.2,0.6,.333,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,0.8
Aleksej Pokusevski,PF,19,OKC,26,9,22.2,2.1,7.2,.293,0.9,3.9,.228,1.2,3.3,.368,.354,0.6,0.6,.938,0.7,4.0,4.7,1.8,0.5,1.0,1.6,1.1,5.7
Jordan Poole,SG,21,GSW,25,5,17.2,3.8,8.0,.475,1.7,4.5,.384,2.1,3.5,.591,.583,1.9,2.0,.922,0.2,1.4,1.6,1.7,0.3,0.1,0.7,1.3,11.2
Jontay Porter,PF,21,MEM,2,0,5.0,1.0,2.0,.500,0.5,1.0,.500,0.5,1.0,.500,.625,0.0,0.0,0,1.0,2.5,3.5,0.5,1.0,0.0,1.0,0.5,2.5
Kevin Porter Jr.,SG,20,HOU,8,5,29.4,6.4,14.1,.451,1.5,6.0,.250,4.9,8.1,.600,.504,1.9,2.9,.652,0.1,2.8,2.9,5.9,1.1,0.6,3.1,1.9,16.1
Michael Porter Jr.,SF,22,DEN,35,28,29.7,6.2,11.7,.528,2.5,5.6,.441,3.7,6.1,.607,.633,1.5,2.0,.743,1.5,5.8,7.3,0.9,0.7,0.9,1.1,2.1,16.3
Otto Porter,SF,27,CHI,25,6,21.6,3.6,8.1,.441,1.5,3.8,.400,2.0,4.3,.477,.535,1.2,1.5,.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9
Bobby Portis,C,25,MIL,43,2,21.0,4.6,8.6,.538,1.1,2.4,.480,3.5,6.2,.560,.604,0.7,0.9,.737,1.8,5.0,6.8,1.1,0.8,0.4,0.8,1.8,11.0
Kristaps Porziņģis,C,25,DAL,28,28,30.6,7.7,16.1,.477,2.3,6.3,.366,5.4,9.9,.547,.548,2.8,3.3,.839,2.0,7.0,8.9,1.5,0.4,1.6,1.3,2.8,20.4
Dwight Powell,C,29,DAL,31,8,14.6,1.4,3.0,.478,0.1,0.5,.188,1.3,2.5,.539,.495,1.6,2.1,.766,1.0,2.3,3.3,0.8,0.5,0.3,0.6,2.3,4.5
Norman Powell,SG,27,TOT,43,32,30.5,6.7,13.5,.499,2.9,6.4,.446,3.9,7.0,.548,.605,3.3,3.9,.857,0.5,2.5,3.0,1.8,1.1,0.2,1.9,2.4,19.7
Norman Powell,SG,27,TOR,42,31,30.4,6.7,13.5,.498,2.8,6.4,.439,3.9,7.1,.552,.602,3.4,3.9,.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6
Taurean Prince,PF,26,TOT,29,10,21.4,2.7,7.2,.380,1.3,3.5,.386,1.4,3.7,.374,.474,1.6,1.8,.849,0.5,3.1,3.6,1.7,0.7,0.7,1.1,1.8,8.3
Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
Taurean Prince,PF,26,CLE,17,6,23.6,2.9,7.9,.366,1.5,3.8,.406,1.4,4.1,.329,.463,1.2,1.5,.808,0.8,3.4,4.1,2.5,0.6,0.6,1.2,1.9,8.5
Payton Pritchard,SG,23,BOS,40,1,19.8,2.7,6.0,.454,1.3,3.3,.408,1.4,2.7,.509,.565,0.5,0.6,.864,0.5,1.7,2.2,2.1,0.6,0.2,0.9,1.9,7.2
Immanuel Quickley,PG,21,NYK,41,3,20.1,4.0,10.2,.391,2.0,5.2,.377,2.0,5.0,.407,.488,2.9,3.2,.886,0.5,1.9,2.3,2.3,0.5,0.2,1.0,2.1,12.8
Jahmi'us Ramsey,SG,19,SAC,5,0,3.4,0.6,1.0,.600,0.2,0.6,.333,0.4,0.4,1.000,.700,0.0,0.0,0,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4
Chasson Randle,PG,27,ORL,16,3,20.9,1.9,4.5,.431,1.1,2.9,.370,0.9,1.6,.538,.549,0.8,1.0,.813,0.1,1.9,2.0,2.5,0.3,0.1,1.1,1.6,5.8
Julius Randle,PF,26,NYK,45,45,37.1,8.2,17.6,.469,2.0,4.7,.423,6.2,12.8,.486,.526,4.6,5.8,.792,1.4,9.4,10.8,5.8,0.9,0.2,3.3,3.1,23.0
Cam Reddish,SF,21,ATL,26,21,28.8,3.7,10.1,.365,1.3,4.8,.262,2.4,5.3,.460,.428,2.6,3.2,.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2
J.J. Redick,SG,36,NOP,31,0,18.6,2.8,6.9,.407,1.6,4.5,.364,1.2,2.4,.486,.526,1.5,1.5,.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
Paul Reed,PF,21,PHI,9,0,8.6,1.6,3.3,.467,0.0,0.6,.000,1.6,2.8,.560,.467,0.0,0.1,.000,1.0,0.9,1.9,0.3,0.2,0.6,0.7,0.9,3.1
Naz Reid,C,21,MIN,44,13,19.4,4.4,8.4,.522,0.8,2.4,.336,3.6,6.0,.597,.570,1.6,2.4,.692,1.1,3.4,4.5,1.2,0.6,1.1,1.1,2.7,11.2
Nick Richards,PF,23,CHO,11,0,3.5,0.3,0.5,.500,0.0,0.0,0,0.3,0.5,.500,.500,0.6,1.0,.636,0.2,0.5,0.7,0.0,0.0,0.0,0.1,0.5,1.2
Josh Richardson,SG,27,DAL,35,35,32.2,4.6,10.6,.432,1.6,5.0,.314,3.0,5.6,.538,.507,2.1,2.3,.926,0.9,2.6,3.5,2.7,1.0,0.4,1.5,2.6,12.9
Austin Rivers,SG,28,NYK,21,2,21.0,2.8,6.4,.430,1.3,3.7,.364,1.4,2.8,.517,.533,0.5,0.7,.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
Andre Roberson,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
Duncan Robinson,SF,26,MIA,46,46,32.7,4.2,9.9,.425,3.3,8.5,.393,0.9,1.4,.615,.594,1.0,1.2,.830,0.1,3.7,3.8,1.7,0.5,0.2,1.2,2.5,12.7
Glenn Robinson III,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
Jerome Robinson,SG,23,WAS,14,3,17.1,1.6,5.1,.306,0.6,2.3,.281,0.9,2.9,.325,.368,1.1,1.2,.882,0.2,2.2,2.4,1.4,0.6,0.1,0.9,1.7,4.9
Mitchell Robinson,C,22,NYK,31,29,27.5,3.7,5.7,.653,0.0,0.0,0,3.7,5.7,.653,.653,0.8,1.7,.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3
Isaiah Roby,PF,22,OKC,39,19,23.0,3.4,6.6,.514,0.5,1.6,.328,2.8,4.9,.575,.554,1.6,2.1,.735,1.6,4.0,5.5,1.7,0.8,0.7,1.6,2.7,8.9
Rajon Rondo,PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9
Derrick Rose,PG,32,TOT,26,3,23.7,5.1,11.8,.429,0.9,2.5,.364,4.2,9.3,.446,.468,2.4,2.8,.851,0.3,1.9,2.2,4.3,1.2,0.4,1.9,1.2,13.5
Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
Derrick Rose,PG,32,NYK,11,3,25.0,4.8,11.3,.427,1.0,2.5,.407,3.8,8.8,.433,.472,1.9,2.2,.875,0.1,2.4,2.5,4.5,1.2,0.6,1.8,1.2,12.5
Terrence Ross,SG,29,ORL,36,2,29.6,5.7,13.8,.414,2.3,6.3,.360,3.4,7.5,.459,.496,2.3,2.6,.894,0.3,3.2,3.5,2.3,1.1,0.5,1.7,1.9,16.0
Terry Rozier,SG,26,CHO,42,42,33.1,7.2,15.2,.477,3.3,8.0,.419,3.9,7.2,.541,.587,2.7,3.1,.848,0.5,3.3,3.8,3.5,1.3,0.3,1.8,1.7,20.5
Ricky Rubio,PG,30,MIN,44,29,26.4,2.8,7.1,.389,0.8,2.7,.303,1.9,4.4,.443,.447,2.1,2.5,.843,0.4,2.7,3.2,6.9,1.4,0.0,2.0,2.2,8.4
D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
Domantas Sabonis,PF,24,IND,44,44,36.1,7.6,14.5,.523,0.8,2.6,.307,6.8,11.9,.570,.550,4.2,5.8,.724,2.5,8.8,11.3,6.1,1.2,0.6,3.4,3.5,20.1
Luka Šamanić,PF,21,SAS,16,1,9.7,1.4,3.0,.479,0.5,1.6,.320,0.9,1.4,.652,.563,0.6,1.1,.529,0.6,1.8,2.3,0.3,0.3,0.2,0.6,1.0,3.9
JaKarr Sampson,PF,27,IND,16,0,6.2,0.9,2.1,.455,0.1,0.3,.200,0.9,1.8,.500,.470,0.5,0.6,.800,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.4
Dario Šarić,C,26,PHO,26,0,18.6,3.6,7.9,.459,1.1,3.2,.341,2.5,4.7,.537,.527,1.6,1.8,.894,0.8,3.4,4.2,1.3,0.5,0.1,1.4,2.3,9.9
Tomáš Satoranský,SG,29,CHI,33,8,22.4,2.8,5.4,.514,0.8,1.9,.406,2.0,3.5,.574,.587,1.3,1.4,.915,0.5,2.1,2.5,4.7,0.7,0.3,1.7,1.4,7.7
Dennis Schröder,SG,27,LAL,42,42,31.6,5.2,12.0,.435,1.0,3.1,.318,4.2,8.9,.475,.475,3.8,4.5,.836,0.5,3.0,3.5,4.9,1.1,0.2,2.7,2.7,15.2
Mike Scott,PF,32,PHI,27,6,17.5,1.3,3.7,.356,1.0,3.0,.321,0.4,0.7,.500,.485,0.2,0.4,.600,0.2,2.4,2.6,0.7,0.6,0.1,0.6,1.3,3.9
Collin Sexton,SG,22,CLE,39,39,36.0,8.8,18.5,.477,1.7,4.5,.385,7.1,14.1,.506,.524,4.6,5.7,.804,0.8,2.1,2.8,4.3,1.1,0.1,2.8,2.8,24.0
Landry Shamet,SG,23,BRK,39,1,20.1,2.5,6.5,.391,1.8,4.9,.374,0.7,1.6,.444,.532,0.9,1.1,.837,0.2,1.6,1.8,1.1,0.5,0.1,0.7,1.3,7.8
Iman Shumpert,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
